relationship_id,notification_id,notification_number,target_entity,target_entity_id,target_entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-NOTIFI-0000051,NOTIF-00021,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",STANDARD,STD-01753,IS/IEC 60947 (Part 5),NOTIFIES,notification_number,notification_number,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",,F003,07_scheme_x.csv,,30,1.00,
REL-NOTIFI-0000052,NOTIF-00023,"Electrical Equipment (Quality Control) Second Amendment Order, 2024 - S.O. 2007(E), dated 5 May 2025",STANDARD,STD-01753,IS/IEC 60947 (Part 5),NOTIFIES,notification_number,notification_number,"Electrical Equipment (Quality Control) Second Amendment Order, 2024 - S.O. 2007(E), dated 5 May 2025",,F003,07_scheme_x.csv,,31,1.00,
REL-NOTIFI-0000053,NOTIF-00433,"Product Specific Guidelines for Low Voltage Switchgear and Controlgear: Control circuit devices and switching elements-Electromechanical control circuit devices with mechanical latching functions - F. No. 8(1)/2018-HEI-Part-(1), dated 10 March, 2025",STANDARD,STD-01753,IS/IEC 60947 (Part 5),NOTIFIES,notification_number,notification_number,"Product Specific Guidelines for Low Voltage Switchgear and Controlgear: Control circuit devices and switching elements-Electromechanical control circuit devices with mechanical latching functions - F. No. 8(1)/2018-HEI-Part-(1), dated 10 March, 2025",,F003,07_scheme_x.csv,,32,1.00,
REL-NOTIFI-0000054,NOTIF-00021,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",STANDARD,STD-01753,IS/IEC 60947 (Part 5),NOTIFIES,notification_number,notification_number,"Deferment of upcoming phase implementation of the Electrical Equipment (Quality Control) Order 2020 and subsequent amendments from time to time - S.O. 5038(E), dated 6 No. vember 2025",,F003,07_scheme_x.csv,,33,1.00,
REL-NOTIFI-0000055,NOTIF-00427,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024; rescinded by S.O. 239(E) dated 16 January 2026",STANDARD,STD-00623,IS 16189,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024; rescinded by S.O. 239(E) dated 16 January 2026",,F003,07_scheme_x.csv,,34,1.00,
REL-NOTIFI-0000056,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00001,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,35,1.00,
REL-NOTIFI-0000057,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00002,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,36,1.00,
REL-NOTIFI-0000058,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00003,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,37,1.00,
REL-NOTIFI-0000059,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00004,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,38,1.00,
REL-NOTIFI-0000060,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00005,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,39,1.00,
REL-NOTIFI-0000061,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00006,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,40,1.00,
REL-NOTIFI-0000062,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00007,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,41,1.00,
REL-NOTIFI-0000063,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00008,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,42,1.00,
REL-NOTIFI-0000064,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00009,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,43,1.00,
REL-NOTIFI-0000065,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00010,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,44,1.00,
REL-NOTIFI-0000066,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00011,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,45,1.00,
REL-NOTIFI-0000067,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00012,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,46,1.00,
REL-NOTIFI-0000068,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00013,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,47,1.00,
REL-NOTIFI-0000069,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00014,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,48,1.00,
REL-NOTIFI-0000070,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00015,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,49,1.00,
REL-NOTIFI-0000071,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00016,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,50,1.00,
REL-NOTIFI-0000072,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00017,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,51,1.00,
REL-NOTIFI-0000073,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00018,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,52,1.00,
REL-NOTIFI-0000074,NOTIF-00426,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",STANDARD,STD-00019,,NOTIFIES,notification_number,notification_number,"Machinery and Electrical Equipment Safety (Omnibus Technical Regulation) Order, 2024 - S.O. 3649(E) dated 28 August 2024",,F003,07_scheme_x.csv,,53,1.00,
REL-NOTIFI-0000075,NOTIF-00470,S.O. 801(E),QCO,QCO-00042,Furniture QCO 2025,ACTS_ON,related_qco_text,related_qco_text,Furniture QCO 2025,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,2,1.00,
REL-NOTIFI-0000076,NOTIF-00470,S.O. 801(E),STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,2,1.00,
REL-NOTIFI-0000077,NOTIF-00466,S.O. 774(E),QCO,QCO-00042,Furniture QCO 2025,ACTS_ON,related_qco_text,related_qco_text,Furniture QCO 2025,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,3,1.00,
REL-NOTIFI-0000078,NOTIF-00466,S.O. 774(E),STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,3,1.00,
REL-NOTIFI-0000079,NOTIF-00469,S.O. 777(E),QCO,QCO-00042,Furniture QCO 2025,ACTS_ON,related_qco_text,related_qco_text,Furniture QCO 2025,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,4,1.00,
REL-NOTIFI-0000080,NOTIF-00469,S.O. 777(E),STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,4,1.00,
REL-NOTIFI-0000081,NOTIF-00437,S.O. 1125(E),QCO,QCO-00042,Furniture QCO 2025,ACTS_ON,related_qco_text,related_qco_text,Furniture QCO 2025,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,5,1.00,
REL-NOTIFI-0000082,NOTIF-00437,S.O. 1125(E),STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,5,1.00,
REL-NOTIFI-0000083,NOTIF-00451,S.O. 3417(E),QCO,QCO-00042,Furniture QCO 2025,ACTS_ON,related_qco_text,related_qco_text,Furniture QCO 2025,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,6,1.00,
REL-NOTIFI-0000084,NOTIF-00451,S.O. 3417(E),STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,6,1.00,
REL-NOTIFI-0000085,NOTIF-00450,S.O. 294(E),QCO,QCO-00012,Domestic Pressure Cooker QCO 2020,ACTS_ON,related_qco_text,related_qco_text,Domestic Pressure Cooker QCO 2020,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,7,1.00,
REL-NOTIFI-0000086,NOTIF-00450,S.O. 294(E),STANDARD,STD-00982,IS 2347,ACTS_ON,related_is_text,related_is_text,IS 2347,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,7,1.00,
REL-NOTIFI-0000087,NOTIF-00444,S.O. 2019(E),QCO,QCO-00012,Domestic Pressure Cooker QCO 2020,ACTS_ON,related_qco_text,related_qco_text,Domestic Pressure Cooker QCO 2020,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,8,1.00,
REL-NOTIFI-0000088,NOTIF-00444,S.O. 2019(E),STANDARD,STD-00982,IS 2347,ACTS_ON,related_is_text,related_is_text,IS 2347,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,8,1.00,
REL-NOTIFI-0000089,NOTIF-00442,S.O. 191(E),QCO,QCO-00007,Cement QCO 2003,ACTS_ON,related_qco_text,related_qco_text,Cement QCO 2003,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000090,NOTIF-00442,S.O. 191(E),STANDARD,STD-00194,IS 12330,ACTS_ON,related_is_text,related_is_text,IS 12330,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000091,NOTIF-00442,S.O. 191(E),STANDARD,STD-00214,IS 12600,ACTS_ON,related_is_text,related_is_text,IS 12600,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000092,NOTIF-00442,S.O. 191(E),STANDARD,STD-00443,IS 1489,ACTS_ON,related_is_text,related_is_text,IS 1489,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000093,NOTIF-00442,S.O. 191(E),STANDARD,STD-01041,IS 269,ACTS_ON,related_is_text,related_is_text,IS 269,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000094,NOTIF-00442,S.O. 191(E),STANDARD,STD-01273,IS 455,ACTS_ON,related_is_text,related_is_text,IS 455,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000095,NOTIF-00442,S.O. 191(E),STANDARD,STD-01569,IS 8041,ACTS_ON,related_is_text,related_is_text,IS 8041,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000096,NOTIF-00442,S.O. 191(E),STANDARD,STD-01570,IS 8042,ACTS_ON,related_is_text,related_is_text,IS 8042,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000097,NOTIF-00442,S.O. 191(E),STANDARD,STD-01571,IS 8043,ACTS_ON,related_is_text,related_is_text,IS 8043,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000098,NOTIF-00442,S.O. 191(E),STANDARD,STD-00656,IS 16415,ACTS_ON,related_is_text,related_is_text,IS 16415,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,9,1.00,
REL-NOTIFI-0000099,NOTIF-00471,S.O. 853(E),QCO,QCO-00089,Toys QCO 2020,ACTS_ON,related_qco_text,related_qco_text,Toys QCO 2020,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,10,1.00,
REL-NOTIFI-0000100,NOTIF-00471,S.O. 853(E),STANDARD,STD-01729,IS 9873,ACTS_ON,related_is_text,related_is_text,IS 9873,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,10,1.00,
REL-NOTIFI-0000101,NOTIF-00471,S.O. 853(E),STANDARD,STD-00530,IS 15644,ACTS_ON,related_is_text,related_is_text,IS 15644,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,10,1.00,
REL-NOTIFI-0000102,NOTIF-00458,S.O. 4277(E),QCO,QCO-00089,Toys QCO 2020,ACTS_ON,related_qco_text,related_qco_text,Toys QCO 2020,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,11,1.00,
REL-NOTIFI-0000103,NOTIF-00458,S.O. 4277(E),STANDARD,STD-01729,IS 9873,ACTS_ON,related_is_text,related_is_text,IS 9873,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,11,1.00,
REL-NOTIFI-0000104,NOTIF-00458,S.O. 4277(E),STANDARD,STD-00530,IS 15644,ACTS_ON,related_is_text,related_is_text,IS 15644,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,11,1.00,
REL-NOTIFI-0000105,NOTIF-00451,S.O. 3417(E),QCO,QCO-00088,Toys QCO,ACTS_ON,related_qco_text,related_qco_text,Toys QCO,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,12,1.00,
REL-NOTIFI-0000106,NOTIF-00451,S.O. 3417(E),STANDARD,STD-01729,IS 9873,ACTS_ON,related_is_text,related_is_text,IS 9873,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,12,1.00,
REL-NOTIFI-0000107,NOTIF-00451,S.O. 3417(E),STANDARD,STD-00530,IS 15644,ACTS_ON,related_is_text,related_is_text,IS 15644,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,12,1.00,
REL-NOTIFI-0000108,NOTIF-00465,S.O. 738(E),QCO,QCO-00028,Flat Transparent Sheet Glass QCO 2020,ACTS_ON,related_qco_text,related_qco_text,Flat Transparent Sheet Glass QCO 2020,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,13,1.00,
REL-NOTIFI-0000109,NOTIF-00465,S.O. 738(E),STANDARD,STD-01069,IS 2835,ACTS_ON,related_is_text,related_is_text,IS 2835,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,13,1.00,
REL-NOTIFI-0000110,NOTIF-00457,S.O. 4144(E),QCO,QCO-00029,Flat Transparent Sheet Glass QCO 2021,ACTS_ON,related_qco_text,related_qco_text,Flat Transparent Sheet Glass QCO 2021,,F009,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,14,1.00,
