group_id,file_a,file_b,duplicate_type,similarity_score,common_rows,unique_rows_a,unique_rows_b,common_IS_numbers,unique_IS_numbers_a,unique_IS_numbers_b,common_columns,unique_columns_a,unique_columns_b,conflicts,decision,decision_reason,recommended_canonical_file,records_to_merge,records_to_archive,requires_review,detection_level,record_key_column,common_records_by_key,unique_records_a_by_key,unique_records_b_by_key,record_key_jaccard,entity_identity_verdict,entity_discriminator_columns,homonym_columns_do_not_union,attribute_sets_comparable,row_metric_reliability,schema_verdict,identical_bytes,identical_row_multiset,version_direction_evidence,pair_id
DG-0031,BIS_Laboratory_Scopes.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0333,8,37,32,40,4,0,2,10,9,30,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 7 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0952, 2 shared of 12/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,7,2,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 30 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0031
DG-0032,BIS_Laboratory_Scopes.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,36,8,0,0,12,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.82 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 12/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0032
DG-0033,BIS_Laboratory_Scopes.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0477,0,45,40,40,4,0,3,9,10,68,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 7 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1364, 3 shared of 12/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,47,0,YES,L4,is_number,38,7,2,0.8085,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,REPAIR: A carries a raw-scrape artefact in 38 conflicting cells that B has replaced with a clean value,DC-0033
DG-0034,BIS_Laboratory_Scopes.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0117,38,7,2,40,4,5,1,11,18,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 7 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 12/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,7,2,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0034
DG-0035,BIS_Laboratory_Scopes.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0117,38,7,2,40,4,5,1,11,18,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 7 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 12/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,7,2,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0035
DG-0036,BIS_Laboratory_Scopes.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0117,38,7,2,40,4,5,1,11,18,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 7 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 12/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,7,2,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0036
DG-0037,BIS_Laboratory_Scopes.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0328,0,45,45,44,0,0,3,9,20,65,COMPLEMENTARY,"38 of 52 records are shared on `is_number` (key Jaccard 0.73; 7 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0938, 3 shared of 12/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,52,0,YES,L4,is_number,38,7,7,0.7308,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,REPAIR: A carries a raw-scrape artefact in 38 conflicting cells that B has replaced with a clean value,DC-0037
DG-0038,BIS_Laboratory_Scopes.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0212,0,45,36,29,15,6,2,10,21,26,COMPLEMENTARY,"26 of 55 records are shared on `is_number` (key Jaccard 0.47; 19 unique to A, 10 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0606, 2 shared of 12/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,55,0,YES,L4,is_number,26,19,10,0.4727,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,REPAIR: A carries a raw-scrape artefact in 26 conflicting cells that B has replaced with a clean value,DC-0038
DG-0039,BIS_Laboratory_Scopes.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0875,0,45,45,44,0,0,6,6,12,151,COMPLEMENTARY,"40 of 50 records are shared on `is_number` (key Jaccard 0.80; 5 unique to A, 5 to B). The two files share their subjects but not their attributes (SCHEMA_OVERLAP, column Jaccard 0.25, 6 shared of 12/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,50,0,YES,L4,is_number,40,5,5,0.8,KEY_LINKED,,,NO,RELIABLE,SCHEMA_OVERLAP,NO,NO,REPAIR: A carries a raw-scrape artefact in 17 conflicting cells that B has replaced with a clean value,DC-0039
DG-0040,BIS_Notifications_Master.xlsx,BIS_Product_Manuals_Master.xlsx,COMPLEMENTARY,0.0219,0,31,40,20,6,20,2,12,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.43 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0625, 2 shared of 14/20 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0040
DG-0041,BIS_Notifications_Master.xlsx,BIS_Products_Details.xlsx,COMPLEMENTARY,0.0146,0,31,40,20,6,20,1,13,10,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.43 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0417, 1 shared of 14/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0041
DG-0042,BIS_Notifications_Master.xlsx,BIS_QCO-schema_2.xlsx,COMPLEMENTARY,0.0565,0,31,40,20,6,20,5,9,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.45 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1613, 5 shared of 14/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0042
DG-0043,BIS_Notifications_Master.xlsx,BIS_QCO_Master_Records (1).xlsx,COMPLEMENTARY,0.0565,0,31,15,21,5,6,5,9,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.66 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1613, 5 shared of 14/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,46,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0043
DG-0044,BIS_Notifications_Master.xlsx,BIS_QCO_Master_Records_v3.xlsx,COMPLEMENTARY,0.0565,0,31,12,10,16,2,5,9,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.36 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1613, 5 shared of 14/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,43,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0044
DG-0045,BIS_Notifications_Master.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0304,0,31,40,20,6,20,2,12,9,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.43 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.087, 2 shared of 14/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0045
DG-0046,BIS_Notifications_Master.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,20,6,16,0,14,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.48 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 14/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,66,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0046
DG-0047,BIS_Notifications_Master.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.028,0,31,40,20,6,20,2,12,11,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.43 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.08, 2 shared of 14/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0047
DG-0048,BIS_Notifications_Master.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0226,0,31,40,23,3,22,2,12,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.48 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0645, 2 shared of 14/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0048
DG-0049,BIS_Notifications_Master.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0226,0,31,40,23,3,22,2,12,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.48 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0645, 2 shared of 14/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0049
DG-0050,BIS_Notifications_Master.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0226,0,31,40,23,3,22,2,12,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.48 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0645, 2 shared of 14/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,71,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0050
DG-0051,BIS_Notifications_Master.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0097,0,31,45,20,6,24,1,13,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.40 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0278, 1 shared of 14/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,76,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0051
DG-0052,BIS_Notifications_Master.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0097,0,31,36,26,0,9,1,13,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.74 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0278, 1 shared of 14/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,67,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0052
